customer_id,subscription_tier,monthly_fee,tenure_months,num_transactions,avg_transaction_value,active_users,churned,customer_support_tickets,region,marketing_channel,monthly_revenue
772,,100.0,37.0,374,39.65,46,0,11,Africa,,4600
773,,10.0,,443,365.97,39,0,4,,Paid Ads,390
774,Enterprise,25.0,8.0,334,306.16,31,0,4,Africa,Partnership,775
775,Basic,10.0,42.0,423,354.78,43,0,12,North America,Organic,430
776,Pro,10.0,58.0,385,190.37,24,0,8,Asia,,240
777,,10.0,16.0,353,187.89,1,0,9,Europe,Organic,10
778,,250.0,8.0,452,,11,0,0,Asia,Referral,2750
779,Enterprise,10.0,1.0,76,178.22,21,0,2,North America,Organic,210
780,Basic,250.0,44.0,84,465.0,4,0,17,North America,Organic,1000
781,Basic,100.0,5.0,54,192.72,7,0,11,Africa,Referral,700
782,Basic,25.0,3.0,269,416.53,26,1,2,,,650
783,Pro,25.0,1.0,163,,47,0,8,Asia,,1175
784,Pro,25.0,,164,189.75,12,1,1,Asia,Paid Ads,300
785,Enterprise,25.0,40.0,439,317.83,31,0,2,Europe,Paid Ads,775
786,Basic,25.0,,372,52.21,17,0,13,Africa,Partnership,425
787,Basic,25.0,32.0,457,56.32,33,0,3,North America,Referral,825
788,Pro,25.0,42.0,484,29.09,11,0,18,North America,Organic,275
789,Basic,100.0,34.0,243,292.6,28,0,12,Africa,Partnership,2800
790,Pro,10.0,43.0,60,215.91,32,0,6,North America,Paid Ads,320
791,Basic,50.0,25.0,315,276.28,1,0,11,North America,Paid Ads,50
792,Enterprise,250.0,10.0,271,,47,0,2,Africa,Partnership,11750
793,Basic,50.0,21.0,324,,28,0,8,North America,Paid Ads,1400
794,Basic,50.0,46.0,134,340.35,42,0,1,Asia,Partnership,2100
795,Pro,10.0,39.0,408,380.46,7,0,8,Europe,Paid Ads,70
796,Basic,10.0,27.0,254,12.24,2,0,11,Africa,,20
797,Basic,10.0,27.0,39,107.58,42,0,11,,Organic,420
798,Pro,25.0,2.0,435,358.05,24,1,14,North America,Organic,600
799,,100.0,41.0,494,196.38,4,1,1,North America,Organic,400
800,Enterprise,,48.0,131,332.93,44,0,17,Asia,Organic,1100
801,Pro,100.0,13.0,134,176.75,19,0,12,Africa,Paid Ads,1900
802,Pro,,9.0,46,198.42,26,1,13,North America,Referral,2600
803,Pro,50.0,,179,83.55,11,0,4,,Partnership,550
804,Pro,50.0,36.0,133,132.82,40,0,9,Africa,Referral,2000
805,,100.0,22.0,366,304.68,43,1,11,,Paid Ads,4300
806,Enterprise,100.0,42.0,44,219.42,11,0,9,,,1100
807,Enterprise,25.0,26.0,96,388.28,45,0,10,Africa,Referral,1125
808,Pro,25.0,58.0,143,427.03,3,0,1,Europe,Referral,75
809,Basic,50.0,,205,,12,0,4,Asia,Paid Ads,600
810,Pro,10.0,12.0,283,380.34,3,1,6,Africa,Paid Ads,30
811,Basic,100.0,17.0,210,156.92,42,0,5,Europe,Partnership,4200
812,Pro,25.0,14.0,378,210.41,27,0,2,North America,,675
813,Pro,50.0,14.0,294,357.82,49,0,12,Africa,Organic,2450
814,Enterprise,25.0,57.0,86,196.17,2,0,2,North America,Partnership,50
815,Basic,100.0,34.0,68,296.31,49,0,5,,Referral,4900
816,Basic,100.0,53.0,440,96.76,16,0,10,,Paid Ads,1600
817,Enterprise,250.0,,135,301.89,2,1,16,Europe,Referral,500
818,Enterprise,10.0,20.0,410,431.45,30,0,9,Europe,Organic,300
819,Enterprise,250.0,11.0,118,434.98,20,0,11,Asia,Organic,5000
820,,50.0,16.0,233,363.55,38,0,16,,Referral,1900
821,Basic,,51.0,287,374.15,28,0,3,Asia,Organic,700
822,Basic,50.0,31.0,77,281.17,25,1,1,Africa,Paid Ads,1250
823,Pro,100.0,55.0,78,294.41,32,0,10,North America,Partnership,3200
824,,250.0,6.0,174,71.16,10,0,6,Europe,,2500
825,Enterprise,250.0,56.0,498,224.71,42,0,1,North America,Paid Ads,10500
826,Enterprise,250.0,19.0,314,228.13,40,0,17,Europe,Paid Ads,10000
827,Enterprise,50.0,37.0,406,479.46,33,0,3,Asia,Organic,1650
828,Pro,100.0,58.0,171,218.39,13,0,7,Asia,Paid Ads,1300
829,Pro,25.0,4.0,374,276.92,41,0,19,Europe,Referral,1025
830,Pro,25.0,,351,268.96,42,1,13,Europe,Paid Ads,1050
831,,50.0,4.0,318,320.2,47,0,11,Africa,Partnership,2350
832,Pro,,20.0,388,375.38,37,1,17,Asia,,9250
833,Pro,10.0,10.0,352,116.4,16,0,10,Asia,Paid Ads,160
834,Pro,50.0,24.0,444,266.72,45,0,7,,Partnership,2250
835,Enterprise,50.0,54.0,396,413.83,22,0,1,Asia,Paid Ads,1100
836,,100.0,35.0,51,,20,0,14,Europe,Paid Ads,2000
837,Enterprise,25.0,26.0,363,142.84,43,0,8,,Organic,1075
838,Enterprise,50.0,37.0,425,329.08,27,0,18,North America,Referral,1350
839,Pro,50.0,38.0,118,412.76,41,0,19,Asia,Organic,2050
840,Basic,250.0,21.0,60,36.25,16,1,7,,,4000
841,Pro,250.0,54.0,259,389.51,34,0,18,Europe,Partnership,8500
842,Basic,10.0,40.0,350,411.72,32,0,4,North America,,320
843,Enterprise,100.0,39.0,439,233.45,26,1,10,Europe,Partnership,2600
844,Pro,10.0,21.0,392,491.74,25,0,14,Asia,Referral,250
845,Enterprise,250.0,10.0,30,394.42,2,0,7,Asia,Referral,500
846,Pro,25.0,38.0,309,387.96,12,0,18,North America,Referral,300
847,,250.0,46.0,148,375.18,40,0,7,Asia,Partnership,10000
848,Basic,100.0,4.0,368,79.55,9,0,18,Africa,Referral,900
849,Basic,,57.0,333,112.53,12,1,17,Asia,Paid Ads,3000
850,Basic,100.0,45.0,394,234.68,26,0,9,Asia,Organic,2600
851,Pro,100.0,20.0,101,135.68,9,0,6,Asia,,900
852,Basic,100.0,,456,210.54,10,0,8,Europe,Organic,1000
853,Pro,100.0,55.0,289,444.79,32,0,0,Europe,Paid Ads,3200
854,Basic,100.0,7.0,134,413.04,34,0,18,North America,Referral,3400
855,Basic,25.0,4.0,492,316.87,48,0,4,North America,Organic,1200
856,Pro,10.0,29.0,406,429.77,20,0,18,North America,Paid Ads,200
857,,50.0,,120,392.97,39,0,0,Asia,Paid Ads,1950
858,Basic,10.0,3.0,363,217.35,2,0,14,Europe,Organic,20
859,Pro,100.0,24.0,148,104.53,1,0,15,Africa,Partnership,100
860,Basic,25.0,37.0,493,259.53,36,0,6,,Organic,900
861,Pro,250.0,16.0,444,369.43,24,0,11,Asia,Partnership,6000
862,Enterprise,25.0,58.0,282,221.03,27,0,7,,Referral,675
863,Enterprise,100.0,,108,335.05,2,1,4,Africa,Partnership,200
864,Enterprise,25.0,52.0,261,51.69,31,0,9,North America,Referral,775
865,Enterprise,25.0,4.0,347,375.26,14,0,4,Africa,Organic,350
866,Enterprise,100.0,56.0,113,,2,0,16,North America,Referral,200
867,Basic,,24.0,223,354.88,29,0,4,Africa,Paid Ads,725
868,Enterprise,50.0,34.0,258,483.8,15,1,14,Europe,Referral,750
869,Enterprise,50.0,30.0,161,414.19,12,0,12,Asia,Partnership,600
870,Enterprise,25.0,18.0,259,452.03,37,1,0,Asia,,925
871,Enterprise,250.0,19.0,284,467.12,28,0,10,Asia,Partnership,7000
872,Pro,100.0,,174,401.67,20,0,0,North America,Referral,2000
873,Basic,50.0,19.0,496,338.76,39,1,10,,Partnership,1950
874,Enterprise,250.0,49.0,350,7.83,24,0,17,Europe,Partnership,6000
875,Enterprise,25.0,46.0,17,235.58,21,0,17,Africa,Paid Ads,525
876,,250.0,19.0,293,287.73,10,0,15,Asia,Referral,2500
877,Basic,10.0,22.0,14,155.49,46,1,12,Europe,Paid Ads,460
878,Pro,50.0,24.0,154,162.46,14,1,6,Europe,Partnership,700
879,Basic,25.0,45.0,110,480.77,37,0,0,Asia,Partnership,925
880,Pro,100.0,12.0,173,446.4,18,1,15,Africa,Partnership,1800
881,Enterprise,,,383,425.34,24,0,0,Asia,Referral,600
882,Enterprise,100.0,58.0,156,,14,0,16,Africa,Organic,1400
883,Basic,25.0,,73,11.78,34,0,5,Europe,Partnership,850
884,Basic,250.0,53.0,100,44.71,12,0,1,Europe,Partnership,3000
885,Pro,250.0,31.0,126,159.54,22,0,16,Asia,Partnership,5500
886,Pro,250.0,36.0,363,12.79,6,0,5,Europe,Partnership,1500
887,,10.0,19.0,276,13.49,36,0,13,North America,Referral,360
888,Pro,100.0,48.0,319,458.72,45,0,17,Europe,Organic,4500
889,Basic,250.0,45.0,182,354.55,36,0,5,North America,Organic,9000
890,,10.0,36.0,56,157.93,22,0,9,Europe,Organic,220
891,Basic,100.0,,149,70.66,14,0,17,Asia,Partnership,1400
892,Basic,25.0,55.0,255,258.26,16,0,8,Asia,Partnership,400
893,Basic,,49.0,158,7.65,36,0,7,North America,Organic,360
894,,50.0,55.0,255,,25,0,9,Asia,Organic,1250
895,Pro,10.0,33.0,404,,32,1,16,Europe,Partnership,320
896,Pro,10.0,18.0,496,204.16,33,0,5,Europe,Partnership,330
897,Basic,100.0,52.0,485,198.34,45,0,13,,Paid Ads,4500
898,Pro,25.0,49.0,14,39.32,36,1,5,Europe,Paid Ads,900
899,Pro,50.0,59.0,474,320.97,20,0,6,Africa,Paid Ads,1000
900,Basic,250.0,28.0,193,367.84,18,1,11,Africa,,4500
901,Enterprise,250.0,59.0,29,339.68,38,0,2,Europe,Referral,9500
902,Basic,10.0,,434,73.53,3,0,13,Asia,Partnership,30
903,Pro,100.0,11.0,55,291.53,23,0,18,North America,Paid Ads,2300
904,Basic,100.0,57.0,21,286.89,32,0,15,Asia,Referral,3200
905,Enterprise,250.0,54.0,79,434.86,45,0,6,North America,Partnership,11250
906,Basic,50.0,45.0,26,192.67,16,0,7,Asia,Referral,800
907,Pro,25.0,,380,188.89,5,0,17,Europe,Organic,125
908,Enterprise,50.0,,156,311.17,4,1,12,Africa,,200
909,Pro,25.0,6.0,163,318.37,21,0,8,Asia,Organic,525
910,Enterprise,250.0,4.0,313,237.3,40,0,9,North America,Paid Ads,10000
911,Enterprise,25.0,20.0,117,224.31,14,0,8,Africa,Partnership,350
912,Basic,100.0,48.0,245,249.6,39,0,14,,Organic,3900
913,Basic,10.0,47.0,317,431.22,31,1,19,Europe,Paid Ads,310
914,Pro,10.0,27.0,361,233.28,14,0,1,Africa,Paid Ads,140
915,Basic,250.0,15.0,79,,6,0,12,North America,Paid Ads,1500
916,Basic,100.0,,192,254.48,12,0,1,Asia,Paid Ads,1200
917,Enterprise,50.0,47.0,259,474.85,16,0,18,Europe,Organic,800
918,Basic,100.0,,237,417.25,17,1,1,Europe,Paid Ads,1700
919,,10.0,11.0,111,184.4,45,0,2,Europe,Organic,450
920,Enterprise,,39.0,84,432.5,23,0,5,Asia,,230
921,Enterprise,100.0,9.0,426,,14,1,2,Asia,Paid Ads,1400
922,Pro,100.0,26.0,455,462.9,7,1,9,,Organic,700
923,,10.0,16.0,225,317.66,46,0,5,Asia,Partnership,460
924,Pro,50.0,5.0,416,31.92,32,0,15,,Partnership,1600
925,Enterprise,250.0,57.0,408,323.91,15,0,16,Europe,Referral,3750
926,Pro,,52.0,420,487.25,44,0,18,Africa,Partnership,11000
927,Pro,100.0,,212,39.55,17,1,2,North America,Organic,1700
928,Basic,250.0,50.0,201,,41,0,17,Europe,,10250
929,Pro,10.0,3.0,258,375.16,47,0,6,Europe,Partnership,470
930,Pro,10.0,13.0,251,406.08,44,0,8,Africa,Paid Ads,440
931,Enterprise,100.0,43.0,474,209.84,34,0,19,Europe,,3400
932,Enterprise,100.0,49.0,188,106.06,5,0,11,Asia,Organic,500
933,,100.0,30.0,446,25.96,45,0,4,,Paid Ads,4500
934,Enterprise,50.0,54.0,471,291.96,27,0,2,Africa,Referral,1350
935,Enterprise,,45.0,228,229.19,23,0,10,,Referral,5750
936,Enterprise,100.0,,91,474.63,40,0,3,,,4000
937,Pro,25.0,17.0,101,35.0,14,0,4,Asia,Partnership,350
938,Enterprise,25.0,59.0,444,344.27,15,0,0,Europe,Paid Ads,375
939,Enterprise,10.0,45.0,184,17.36,43,0,17,Europe,Organic,430
940,Basic,250.0,51.0,248,89.86,33,0,11,Africa,Partnership,8250
941,Pro,100.0,53.0,269,229.52,31,0,12,Europe,Referral,3100
942,Pro,25.0,19.0,400,230.16,35,0,8,North America,Partnership,875
943,Pro,250.0,42.0,374,344.42,17,0,1,Europe,Partnership,4250
944,Enterprise,10.0,35.0,172,,28,0,4,Europe,Referral,280
945,Enterprise,50.0,46.0,57,321.32,19,1,12,,Organic,950
946,Enterprise,250.0,26.0,338,477.0,46,0,15,Europe,,11500
947,Basic,250.0,51.0,337,,23,0,15,Asia,,5750
948,Enterprise,50.0,5.0,125,294.33,32,1,2,Africa,Partnership,1600
949,Basic,,29.0,438,417.73,40,0,3,Europe,,10000
950,Pro,10.0,37.0,346,323.08,13,0,10,,Partnership,130
951,,10.0,20.0,346,43.89,20,0,13,North America,Referral,200
952,Basic,50.0,49.0,378,371.58,35,1,2,Africa,Organic,1750
953,Basic,100.0,21.0,234,,5,0,15,Africa,Organic,500
954,Enterprise,25.0,10.0,361,299.07,9,0,14,Europe,Referral,225
955,Pro,100.0,5.0,337,352.81,29,0,9,Asia,Paid Ads,2900
956,Pro,250.0,,156,37.93,6,1,8,Europe,Referral,1500
957,Pro,,6.0,72,119.24,25,0,10,North America,,625
958,Basic,50.0,26.0,303,458.26,31,0,15,Asia,Referral,1550
959,Basic,50.0,4.0,332,310.08,22,0,9,Asia,Paid Ads,1100
960,Basic,25.0,39.0,452,126.91,2,0,16,Asia,Organic,50
961,Basic,10.0,39.0,334,346.89,45,0,18,Europe,Paid Ads,450
962,Pro,25.0,50.0,22,300.4,5,0,1,North America,Referral,125
963,Enterprise,,35.0,440,253.28,27,1,1,Africa,Partnership,6750
964,,10.0,1.0,198,488.21,25,0,5,Europe,Referral,250
965,,50.0,24.0,296,343.31,8,0,18,Africa,Paid Ads,400
966,Pro,25.0,57.0,217,190.84,1,0,7,Asia,Referral,25
967,Enterprise,100.0,36.0,123,401.04,20,0,2,Asia,Partnership,2000
968,Enterprise,100.0,6.0,489,442.87,44,0,13,Europe,Paid Ads,4400
969,Pro,250.0,41.0,31,66.98,23,0,15,North America,Referral,5750
970,Pro,,54.0,358,104.27,32,0,0,Asia,Paid Ads,3200
971,Enterprise,25.0,46.0,223,112.03,11,0,2,Africa,Paid Ads,275
972,Basic,25.0,44.0,180,347.15,39,0,17,Africa,Organic,975
973,Enterprise,100.0,57.0,332,303.5,47,1,8,Europe,Organic,4700
974,Pro,25.0,31.0,63,311.4,24,1,5,,Paid Ads,600
975,Basic,,20.0,403,470.68,11,0,0,North America,Referral,2750
976,Basic,10.0,24.0,307,389.08,29,0,9,Asia,Referral,290
977,Pro,250.0,25.0,329,68.33,26,0,5,Africa,,6500
978,Pro,250.0,36.0,135,,16,1,11,Africa,Partnership,4000
979,Pro,25.0,21.0,286,220.52,35,0,3,,Paid Ads,875
980,,10.0,30.0,473,201.0,20,1,12,Europe,Paid Ads,200
981,Enterprise,25.0,24.0,213,336.31,46,0,16,Africa,Partnership,1150
982,Basic,50.0,44.0,203,446.49,3,1,7,Europe,,150
983,Pro,25.0,42.0,178,156.5,1,1,19,Europe,Paid Ads,25
984,Basic,25.0,30.0,161,278.18,47,1,2,Africa,,1175
985,Basic,25.0,22.0,44,395.76,1,0,11,,Organic,25
986,Basic,10.0,28.0,193,211.03,17,0,6,Europe,Paid Ads,170
987,Basic,25.0,,295,,2,0,11,Africa,Partnership,50
988,Pro,10.0,35.0,66,240.1,29,0,1,Europe,Referral,290
989,Basic,100.0,55.0,231,32.34,20,0,13,Asia,Organic,2000
990,Pro,50.0,28.0,312,471.48,6,0,4,North America,Referral,300
991,Pro,10.0,14.0,172,,8,0,8,North America,Paid Ads,80
992,Enterprise,100.0,56.0,28,222.04,29,0,10,Asia,Organic,2900
993,Pro,10.0,10.0,379,267.29,48,0,4,Asia,Partnership,480
994,Enterprise,10.0,16.0,273,492.73,33,0,2,Europe,Paid Ads,330
995,Pro,50.0,16.0,291,87.18,3,1,16,Asia,Partnership,150
996,Pro,250.0,54.0,122,,35,0,1,North America,Organic,8750
997,Pro,250.0,31.0,497,9.31,5,0,0,Asia,Referral,1250
998,Enterprise,10.0,42.0,336,82.01,27,0,6,Africa,Paid Ads,270
999,Enterprise,25.0,25.0,39,107.6,44,1,13,Africa,Paid Ads,1100
1000,Basic,100.0,,144,317.14,12,0,4,Europe,Partnership,1200
